customer_id,senior_citizen,tenure_months,contract,internet_service,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C01966,0,54,One year,Fiber optic,No,No,Credit card,70.21,3791.34,0
C01967,0,46,Two year,DSL,Yes,Yes,Bank transfer,47.32,2176.72,0
C01968,0,58,Month-to-month,No,No,No,Electronic check,15.0,870.0,0
C01969,0,62,Month-to-month,Fiber optic,No,Yes,Credit card,65.03,4031.86,0
C01970,0,52,Month-to-month,No,No,Yes,Bank transfer,17.05,886.6,0
C01971,0,60,Two year,Fiber optic,No,Yes,Bank transfer,87.0,5220.0,0
C01972,0,52,One year,No,No,No,Electronic check,15.0,780.0,0
C01973,0,62,Month-to-month,DSL,No,No,Bank transfer,45.97,2850.14,0
C01974,0,7,Month-to-month,DSL,No,No,Mailed check,73.67,515.69,1
C01975,0,25,Month-to-month,DSL,No,Yes,Mailed check,32.1,802.5,0
C01976,0,64,Month-to-month,DSL,Yes,Yes,Electronic check,70.43,4507.52,0
C01977,0,34,Two year,No,Yes,No,Electronic check,18.44,626.96,0
C01978,0,1,One year,Fiber optic,No,Yes,Credit card,94.01,94.01,1
C01979,1,61,Month-to-month,Fiber optic,Yes,Yes,Mailed check,102.73,6266.53,1
C01980,1,47,Two year,Fiber optic,Yes,Yes,Mailed check,78.17,3673.99,0
C01981,0,66,Month-to-month,Fiber optic,Yes,No,Bank transfer,75.08,4955.28,0
C01982,0,1,Two year,Fiber optic,Yes,Yes,Mailed check,59.67,59.67,0
C01983,1,10,Month-to-month,No,No,Yes,Bank transfer,15.0,150.0,0
C01984,0,37,One year,Fiber optic,Yes,No,Electronic check,82.36,3047.32,0
C01985,1,13,Two year,Fiber optic,No,Yes,Electronic check,83.39,1084.07,0
C01986,0,38,Month-to-month,DSL,Yes,Yes,Bank transfer,50.72,1927.36,0
C01987,0,25,One year,No,No,Yes,Electronic check,19.4,485.0,0
C01988,0,15,Two year,DSL,No,No,Credit card,73.3,1099.5,0
C01989,0,56,Month-to-month,Fiber optic,No,No,Mailed check,98.14,5495.84,1
C01990,0,2,Month-to-month,No,No,Yes,Bank transfer,19.65,39.3,0
C01991,0,63,One year,DSL,No,No,Credit card,60.49,3810.87,0
C01992,0,11,Month-to-month,DSL,Yes,Yes,Mailed check,52.67,579.37,0
C01993,1,42,Month-to-month,Fiber optic,No,No,Mailed check,75.6,3175.2,1
C01994,0,72,Month-to-month,Fiber optic,No,No,Credit card,72.87,5246.64,0
C01995,0,8,One year,No,No,Yes,Bank transfer,17.97,143.76,0
C01996,0,67,Month-to-month,No,Yes,Yes,Bank transfer,18.56,1243.52,0
C01997,0,22,Month-to-month,Fiber optic,No,Yes,Mailed check,102.72,2259.84,1
C01998,0,54,Two year,No,No,No,Electronic check,23.96,1293.84,0
C01999,1,62,Month-to-month,Fiber optic,No,Yes,Electronic check,91.91,5698.42,0
C02000,0,16,Two year,No,No,Yes,Bank transfer,15.0,240.0,0
C02001,0,25,Month-to-month,DSL,No,No,Electronic check,37.81,945.25,0
C02002,0,62,Two year,Fiber optic,Yes,Yes,Credit card,80.54,4993.48,0
C02003,1,7,One year,DSL,Yes,Yes,Mailed check,57.8,404.6,0
C02004,0,7,Month-to-month,DSL,No,Yes,Mailed check,63.93,447.51,1
C02005,0,22,Two year,Fiber optic,No,No,Mailed check,108.29,2382.38,0
C02006,0,44,Month-to-month,DSL,No,No,Electronic check,40.15,1766.6,1
C02007,0,58,Month-to-month,Fiber optic,Yes,No,Mailed check,75.26,4365.08,0
C02008,0,41,Month-to-month,Fiber optic,Yes,Yes,Credit card,100.82,4133.62,1
C02009,0,36,One year,DSL,No,Yes,Bank transfer,57.82,2081.52,0
C02010,0,63,Month-to-month,Fiber optic,Yes,Yes,Credit card,68.28,4301.64,1
C02011,0,12,Month-to-month,Fiber optic,No,No,Credit card,82.78,993.36,0
C02012,0,65,Month-to-month,No,Yes,Yes,Bank transfer,19.81,1287.65,0
C02013,0,22,Month-to-month,DSL,No,Yes,Credit card,57.32,1261.04,0
C02014,0,20,Month-to-month,No,Yes,Yes,Mailed check,27.13,542.6,0
C02015,0,69,Month-to-month,No,No,No,Mailed check,21.49,1482.81,0
C02016,0,47,Month-to-month,Fiber optic,Yes,Yes,Mailed check,76.9,3614.3,0
C02017,0,31,Month-to-month,Fiber optic,No,Yes,Mailed check,83.48,2587.88,1
C02018,0,24,One year,Fiber optic,Yes,Yes,Electronic check,62.66,1503.84,1
C02019,0,32,Month-to-month,No,No,No,Bank transfer,19.22,615.04,0
C02020,0,57,One year,DSL,No,Yes,Bank transfer,64.08,3652.56,0
C02021,1,11,Month-to-month,No,Yes,No,Mailed check,17.09,187.99,0
C02022,0,12,Month-to-month,No,Yes,Yes,Bank transfer,20.84,250.08,0
C02023,0,22,Month-to-month,Fiber optic,No,No,Credit card,114.58,2520.76,0
C02024,0,35,Month-to-month,Fiber optic,No,No,Credit card,77.4,2709.0,1
C02025,0,59,Month-to-month,Fiber optic,Yes,Yes,Credit card,120.09,7085.31,0
C02026,0,15,Two year,Fiber optic,Yes,Yes,Mailed check,99.06,1485.9,0
C02027,0,57,Month-to-month,No,No,No,Mailed check,22.96,1308.72,0
C02028,0,66,Month-to-month,DSL,No,No,Mailed check,50.52,3334.32,0
C02029,0,31,One year,DSL,No,Yes,Mailed check,48.6,1506.6,0
C02030,1,70,Month-to-month,DSL,No,Yes,Bank transfer,70.12,4908.4,0
C02031,1,65,Month-to-month,No,Yes,No,Electronic check,24.84,1614.6,0
C02032,0,58,Month-to-month,Fiber optic,Yes,No,Mailed check,81.57,4731.06,0
C02033,0,27,Month-to-month,No,Yes,Yes,Mailed check,15.39,415.53,0
C02034,0,21,Month-to-month,Fiber optic,No,Yes,Electronic check,78.59,1650.39,1
C02035,0,63,One year,DSL,Yes,No,Mailed check,63.56,4004.28,0
C02036,0,32,Two year,No,No,Yes,Electronic check,17.17,549.44,0
C02037,0,2,Month-to-month,Fiber optic,Yes,Yes,Credit card,79.59,159.18,1
C02038,0,52,One year,Fiber optic,Yes,No,Electronic check,62.21,3234.92,1
C02039,0,25,One year,DSL,No,No,Mailed check,65.27,1631.75,0
C02040,0,68,Month-to-month,DSL,No,Yes,Mailed check,38.59,2624.12,0
C02041,0,62,One year,DSL,No,No,Mailed check,34.48,2137.76,0
C02042,1,7,One year,Fiber optic,Yes,Yes,Bank transfer,73.99,517.93,0
C02043,0,65,Two year,Fiber optic,No,Yes,Mailed check,80.56,5236.4,0
C02044,0,69,Two year,DSL,No,Yes,Bank transfer,66.57,4593.33,0
C02045,0,55,Month-to-month,DSL,No,No,Electronic check,44.77,2462.35,0
C02046,0,20,Month-to-month,DSL,Yes,Yes,Credit card,70.42,1408.4,0
C02047,1,48,Month-to-month,Fiber optic,No,Yes,Bank transfer,93.78,4501.44,1
C02048,0,63,Month-to-month,No,No,Yes,Credit card,27.64,1741.32,0
C02049,0,59,Month-to-month,Fiber optic,No,Yes,Electronic check,103.76,6121.84,1
C02050,0,31,Two year,DSL,Yes,Yes,Bank transfer,59.16,1833.96,0
C02051,0,51,Month-to-month,Fiber optic,No,Yes,Bank transfer,92.87,4736.37,1
C02052,0,28,Month-to-month,No,No,No,Mailed check,26.72,748.16,0
C02053,1,18,Two year,No,No,Yes,Credit card,26.62,479.16,0
C02054,1,49,Month-to-month,No,No,No,Mailed check,20.97,1027.53,0
C02055,0,34,Month-to-month,No,No,No,Bank transfer,17.35,589.9,0
C02056,0,16,Two year,Fiber optic,No,Yes,Electronic check,100.79,1612.64,0
C02057,0,48,Month-to-month,No,Yes,Yes,Electronic check,28.11,1349.28,0
C02058,0,23,Month-to-month,DSL,No,Yes,Credit card,67.82,1559.86,0
C02059,1,42,Month-to-month,No,Yes,Yes,Mailed check,18.84,791.28,0
C02060,0,26,Two year,No,Yes,Yes,Electronic check,25.78,670.28,0
C02061,0,64,Month-to-month,No,No,Yes,Credit card,20.37,1303.68,0
C02062,0,62,Month-to-month,Fiber optic,Yes,No,Electronic check,88.98,5516.76,0
C02063,0,34,Month-to-month,No,Yes,No,Electronic check,20.93,711.62,0
C02064,0,51,Month-to-month,DSL,No,No,Bank transfer,68.92,3514.92,0
C02065,1,12,Two year,Fiber optic,No,No,Electronic check,106.1,1273.2,0
C02066,0,72,Month-to-month,Fiber optic,No,Yes,Bank transfer,94.13,6777.36,0
C02067,0,15,Two year,Fiber optic,Yes,Yes,Mailed check,106.64,1599.6,1
C02068,0,63,Month-to-month,Fiber optic,No,No,Credit card,87.66,5522.58,0
C02069,0,61,Month-to-month,Fiber optic,Yes,No,Bank transfer,84.29,5141.69,0
C02070,1,13,Two year,DSL,Yes,No,Electronic check,42.5,552.5,0
C02071,0,0,Month-to-month,DSL,Yes,Yes,Bank transfer,46.8,46.8,0
C02072,0,53,Month-to-month,Fiber optic,No,No,Bank transfer,100.25,5313.25,0
C02073,0,63,Two year,Fiber optic,No,No,Credit card,87.07,5485.41,0
C02074,0,52,Month-to-month,Fiber optic,Yes,Yes,Electronic check,57.14,2971.28,0
C02075,0,4,Month-to-month,DSL,No,Yes,Bank transfer,43.86,175.44,0
C02076,0,47,Two year,No,No,No,Bank transfer,16.47,774.09,0
C02077,0,28,Month-to-month,Fiber optic,Yes,No,Credit card,85.53,2394.84,0
C02078,1,66,Month-to-month,DSL,No,Yes,Bank transfer,67.56,4458.96,0
C02079,0,58,Month-to-month,DSL,No,Yes,Credit card,55.68,3229.44,0
C02080,0,58,Month-to-month,Fiber optic,No,No,Bank transfer,90.59,5254.22,0
C02081,1,29,Month-to-month,Fiber optic,No,Yes,Electronic check,117.31,3401.99,1
C02082,0,23,One year,DSL,No,Yes,Electronic check,59.6,1370.8,0
C02083,0,60,Month-to-month,DSL,Yes,Yes,Electronic check,49.3,2958.0,0
C02084,1,8,One year,DSL,No,Yes,Bank transfer,63.76,510.08,0
C02085,0,7,Month-to-month,DSL,Yes,Yes,Credit card,62.55,437.85,0
C02086,0,4,Month-to-month,DSL,Yes,Yes,Bank transfer,69.42,277.68,0
C02087,0,37,Month-to-month,No,No,Yes,Credit card,20.84,771.08,0
C02088,0,5,One year,Fiber optic,Yes,No,Bank transfer,92.21,461.05,0
C02089,0,42,Month-to-month,Fiber optic,No,No,Bank transfer,106.51,4473.42,0
C02090,0,12,Month-to-month,Fiber optic,No,No,Electronic check,103.21,1238.52,0
C02091,1,65,Two year,Fiber optic,Yes,Yes,Electronic check,43.45,2824.25,0
C02092,0,31,One year,DSL,No,No,Bank transfer,55.61,1723.91,0
C02093,0,6,Month-to-month,DSL,Yes,No,Electronic check,18.87,113.22,1
C02094,0,50,Two year,DSL,No,Yes,Credit card,63.15,3157.5,0
C02095,0,24,Month-to-month,Fiber optic,Yes,No,Credit card,29.5,708.0,0
C02096,0,19,Month-to-month,Fiber optic,Yes,Yes,Electronic check,74.12,1408.28,0
C02097,0,48,Month-to-month,Fiber optic,No,Yes,Electronic check,84.95,4077.6,1
C02098,0,69,Month-to-month,Fiber optic,No,Yes,Credit card,77.12,5321.28,0
C02099,0,71,Month-to-month,No,Yes,Yes,Credit card,18.17,1290.07,0
C02100,0,31,One year,DSL,Yes,No,Bank transfer,55.39,1717.09,0
C02101,0,61,Month-to-month,Fiber optic,No,Yes,Mailed check,90.15,5499.15,0
C02102,0,15,Two year,Fiber optic,Yes,No,Mailed check,77.97,1169.55,0
C02103,0,61,Two year,Fiber optic,No,No,Credit card,105.58,6440.38,0
C02104,1,68,One year,Fiber optic,Yes,Yes,Bank transfer,85.87,5839.16,0
C02105,1,37,One year,Fiber optic,Yes,No,Electronic check,71.93,2661.41,0
C02106,1,38,One year,DSL,Yes,Yes,Bank transfer,60.26,2289.88,0
C02107,0,41,Two year,Fiber optic,Yes,Yes,Credit card,81.81,3354.21,0
C02108,0,5,Month-to-month,No,No,Yes,Electronic check,19.45,97.25,0
C02109,0,62,Month-to-month,Fiber optic,No,No,Bank transfer,72.64,4503.68,1
C02110,0,53,Month-to-month,No,Yes,No,Bank transfer,28.37,1503.61,0
C02111,0,63,Month-to-month,Fiber optic,Yes,No,Credit card,86.42,5444.46,0
C02112,0,8,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,114.9,919.2,1
C02113,0,58,One year,Fiber optic,No,No,Electronic check,90.85,5269.3,0
C02114,0,26,Month-to-month,Fiber optic,No,No,Bank transfer,74.53,1937.78,0
C02115,0,59,Two year,No,Yes,No,Electronic check,16.68,984.12,0
C02116,0,72,Month-to-month,DSL,No,No,Bank transfer,47.07,3389.04,0
C02117,0,64,Month-to-month,Fiber optic,No,Yes,Electronic check,79.04,5058.56,1
C02118,0,66,Month-to-month,Fiber optic,No,No,Credit card,67.54,4457.64,1
C02119,0,8,Month-to-month,No,No,No,Bank transfer,24.93,199.44,0
C02120,0,23,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,85.95,1976.85,0
C02121,0,21,Month-to-month,No,Yes,No,Electronic check,18.67,392.07,0
C02122,0,37,Month-to-month,No,No,Yes,Mailed check,24.68,913.16,0
C02123,0,71,Month-to-month,Fiber optic,Yes,No,Bank transfer,75.45,5356.95,0
C02124,0,50,Month-to-month,No,Yes,Yes,Mailed check,16.66,833.0,0
C02125,0,39,Month-to-month,No,No,No,Electronic check,19.52,761.28,0
C02126,1,58,Month-to-month,DSL,No,Yes,Bank transfer,67.6,3920.8,1
C02127,0,12,Month-to-month,Fiber optic,No,No,Bank transfer,103.12,1237.44,1
C02128,0,48,Month-to-month,DSL,No,Yes,Bank transfer,54.84,2632.32,0
C02129,0,36,Month-to-month,Fiber optic,Yes,Yes,Mailed check,89.04,3205.44,0
C02130,0,14,Month-to-month,DSL,No,Yes,Bank transfer,49.11,687.54,0
C02131,0,47,One year,Fiber optic,No,Yes,Credit card,86.48,4064.56,1
C02132,0,61,Two year,Fiber optic,Yes,No,Credit card,68.42,4173.62,0
C02133,0,60,Two year,Fiber optic,Yes,Yes,Mailed check,71.42,4285.2,0
C02134,0,61,Month-to-month,DSL,No,Yes,Bank transfer,63.23,3857.03,1
C02135,0,59,Month-to-month,Fiber optic,Yes,No,Credit card,106.02,6255.18,0
C02136,0,34,Month-to-month,Fiber optic,No,Yes,Electronic check,101.15,3439.1,1
C02137,0,3,One year,Fiber optic,Yes,Yes,Bank transfer,68.8,206.4,0
C02138,0,70,One year,DSL,No,Yes,Credit card,40.33,2823.1,0
C02139,0,33,Two year,DSL,No,No,Electronic check,60.73,2004.09,0
C02140,0,46,Two year,Fiber optic,No,Yes,Mailed check,82.67,3802.82,0
C02141,0,1,Month-to-month,No,Yes,Yes,Credit card,19.21,19.21,0
C02142,0,64,One year,DSL,Yes,Yes,Electronic check,56.58,3621.12,0
C02143,0,64,Two year,Fiber optic,No,No,Mailed check,84.72,5422.08,0
C02144,0,67,Month-to-month,DSL,Yes,Yes,Credit card,57.53,3854.51,0
C02145,0,12,Two year,Fiber optic,No,No,Bank transfer,88.36,1060.32,1
C02146,0,61,Month-to-month,DSL,No,Yes,Bank transfer,60.27,3676.47,0
C02147,0,45,Two year,Fiber optic,No,No,Bank transfer,86.63,3898.35,1
C02148,0,10,One year,Fiber optic,Yes,Yes,Mailed check,100.93,1009.3,0
C02149,0,41,Month-to-month,DSL,Yes,No,Credit card,93.71,3842.11,0
C02150,0,34,One year,Fiber optic,No,Yes,Mailed check,67.78,2304.52,0
C02151,0,45,Month-to-month,Fiber optic,No,Yes,Mailed check,62.22,2799.9,0
C02152,0,6,One year,Fiber optic,Yes,Yes,Mailed check,85.93,515.58,0
C02153,0,41,One year,No,No,Yes,Electronic check,27.86,1142.26,0
C02154,0,49,One year,Fiber optic,No,Yes,Bank transfer,90.39,4429.11,0
C02155,0,52,Two year,No,No,Yes,Credit card,15.0,780.0,0
C02156,1,56,Month-to-month,Fiber optic,No,Yes,Bank transfer,64.6,3617.6,0
C02157,0,45,Month-to-month,DSL,No,Yes,Mailed check,49.92,2246.4,1
C02158,0,51,Month-to-month,DSL,Yes,Yes,Electronic check,30.4,1550.4,0
C02159,0,6,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,82.86,497.16,0
C02160,0,58,Month-to-month,DSL,No,Yes,Bank transfer,55.37,3211.46,0
C02161,1,26,Month-to-month,No,No,No,Credit card,22.07,573.82,0
C02162,0,39,Month-to-month,Fiber optic,No,Yes,Mailed check,108.32,4224.48,1
C02163,0,39,Month-to-month,Fiber optic,No,No,Electronic check,87.11,3397.29,1
C02164,0,71,Two year,Fiber optic,Yes,Yes,Credit card,62.31,4424.01,0
C02165,0,23,Month-to-month,Fiber optic,No,Yes,Mailed check,90.64,2084.72,1
C02166,0,28,Two year,Fiber optic,Yes,No,Credit card,112.89,3160.92,0
C02167,1,55,Month-to-month,DSL,No,No,Electronic check,79.72,4384.6,0
C02168,1,46,Month-to-month,DSL,No,No,Credit card,71.85,3305.1,1
C02169,0,23,Month-to-month,DSL,No,Yes,Credit card,56.94,1309.62,0
C02170,0,25,Month-to-month,DSL,No,No,Electronic check,58.09,1452.25,0
C02171,0,60,Month-to-month,Fiber optic,Yes,No,Credit card,83.94,5036.4,0
C02172,0,61,Month-to-month,DSL,No,Yes,Credit card,49.41,3014.01,0
C02173,1,10,Month-to-month,DSL,Yes,Yes,Credit card,65.46,654.6,0
C02174,0,29,Month-to-month,No,No,No,Electronic check,29.78,863.62,0
C02175,0,56,One year,No,Yes,Yes,Mailed check,18.32,1025.92,0
C02176,0,8,Month-to-month,Fiber optic,No,Yes,Bank transfer,78.08,624.64,0
C02177,0,13,Two year,Fiber optic,Yes,Yes,Mailed check,61.85,804.05,0
C02178,1,11,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,106.39,1170.29,1
C02179,0,38,Two year,DSL,No,Yes,Credit card,68.06,2586.28,0
C02180,0,32,One year,Fiber optic,No,Yes,Credit card,90.23,2887.36,1
C02181,0,23,Two year,DSL,Yes,Yes,Credit card,45.92,1056.16,0
C02182,0,9,Two year,Fiber optic,No,Yes,Mailed check,86.11,774.99,0
C02183,0,46,Month-to-month,No,No,Yes,Electronic check,24.07,1107.22,0
C02184,0,58,Month-to-month,Fiber optic,No,No,Electronic check,82.76,4800.08,0
C02185,0,15,Month-to-month,No,No,No,Electronic check,19.36,290.4,0
C02186,0,48,Two year,Fiber optic,Yes,Yes,Credit card,97.14,4662.72,0
C02187,0,58,One year,Fiber optic,Yes,Yes,Mailed check,93.57,5427.06,0
C02188,0,40,Month-to-month,Fiber optic,Yes,No,Mailed check,84.68,3387.2,0
C02189,1,41,Two year,Fiber optic,No,Yes,Credit card,76.47,3135.27,1
C02190,1,12,Month-to-month,Fiber optic,Yes,No,Electronic check,116.61,1399.32,1
C02191,0,69,One year,DSL,Yes,No,Mailed check,70.79,4884.51,0
C02192,0,69,One year,Fiber optic,Yes,Yes,Mailed check,61.83,4266.27,0
C02193,0,51,Month-to-month,DSL,No,Yes,Electronic check,61.65,3144.15,0
C02194,1,65,One year,Fiber optic,Yes,Yes,Mailed check,81.13,5273.45,0
C02195,0,44,Two year,DSL,No,Yes,Credit card,80.84,3556.96,0
C02196,1,48,Month-to-month,Fiber optic,No,No,Bank transfer,94.69,4545.12,0
C02197,1,60,Month-to-month,DSL,No,Yes,Mailed check,46.98,2818.8,1
C02198,0,2,Month-to-month,DSL,No,No,Credit card,48.92,97.84,0
C02199,0,16,One year,Fiber optic,No,No,Electronic check,92.23,1475.68,1
C02200,0,14,Month-to-month,DSL,No,No,Credit card,51.98,727.72,0
C02201,0,46,Two year,No,No,Yes,Bank transfer,20.47,941.62,0
C02202,1,17,Two year,Fiber optic,Yes,Yes,Electronic check,74.78,1271.26,0
C02203,0,28,Month-to-month,Fiber optic,No,Yes,Credit card,87.98,2463.44,1
C02204,0,36,Month-to-month,DSL,No,No,Electronic check,56.29,2026.44,0
C02205,0,54,One year,No,No,Yes,Bank transfer,25.61,1382.94,0
C02206,0,37,One year,Fiber optic,No,No,Bank transfer,101.39,3751.43,0
C02207,0,1,Month-to-month,Fiber optic,No,Yes,Credit card,94.03,94.03,1
C02208,0,50,Month-to-month,DSL,Yes,No,Electronic check,40.42,2021.0,0
C02209,0,31,Month-to-month,Fiber optic,No,Yes,Credit card,94.74,2936.94,0
C02210,0,8,Two year,No,Yes,No,Electronic check,15.0,120.0,0
C02211,1,47,Month-to-month,Fiber optic,No,No,Electronic check,106.38,4999.86,1
C02212,0,19,Two year,DSL,Yes,Yes,Electronic check,54.94,1043.86,0
C02213,0,33,Month-to-month,DSL,No,No,Mailed check,49.67,1639.11,0
C02214,0,70,Two year,DSL,No,Yes,Bank transfer,52.04,3642.8,0
C02215,0,17,Month-to-month,Fiber optic,Yes,Yes,Electronic check,99.67,1694.39,0
C02216,0,64,Month-to-month,No,No,No,Electronic check,15.0,960.0,0
C02217,0,33,Two year,No,No,No,Bank transfer,28.15,928.95,0
C02218,0,68,Two year,No,Yes,Yes,Electronic check,21.17,1439.56,0
C02219,1,62,Month-to-month,DSL,No,Yes,Bank transfer,47.36,2936.32,0
C02220,1,60,Month-to-month,No,Yes,No,Credit card,18.44,1106.4,0
C02221,0,15,Month-to-month,DSL,Yes,Yes,Bank transfer,54.32,814.8,0
C02222,0,57,Month-to-month,DSL,No,Yes,Electronic check,58.07,3309.99,0
C02223,0,26,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,91.75,2385.5,1
C02224,0,66,Two year,DSL,No,Yes,Mailed check,53.76,3548.16,0
C02225,0,72,Month-to-month,No,Yes,Yes,Electronic check,20.98,1510.56,0
C02226,0,44,One year,No,Yes,Yes,Electronic check,25.3,1113.2,0
C02227,0,66,Month-to-month,Fiber optic,No,Yes,Mailed check,74.71,4930.86,0
C02228,0,38,Month-to-month,No,Yes,Yes,Credit card,15.0,570.0,0
C02229,0,2,One year,Fiber optic,No,Yes,Mailed check,70.07,140.14,0
C02230,0,63,Month-to-month,DSL,Yes,No,Electronic check,69.28,4364.64,1
C02231,0,38,One year,No,No,No,Mailed check,23.77,903.26,0
C02232,0,3,Month-to-month,Fiber optic,No,Yes,Electronic check,60.28,180.84,1
C02233,0,4,Two year,No,No,Yes,Electronic check,20.64,82.56,0
C02234,0,52,One year,DSL,No,No,Credit card,61.27,3186.04,0
C02235,0,67,Two year,DSL,Yes,Yes,Credit card,77.44,5188.48,0
C02236,0,50,Month-to-month,Fiber optic,No,Yes,Electronic check,100.11,5005.5,1
C02237,0,32,Month-to-month,Fiber optic,No,No,Bank transfer,107.49,3439.68,1
C02238,0,22,Month-to-month,No,No,Yes,Credit card,21.26,467.72,0
C02239,0,30,Month-to-month,No,Yes,Yes,Bank transfer,22.76,682.8,0
C02240,0,23,Month-to-month,DSL,Yes,No,Mailed check,66.04,1518.92,0
C02241,0,19,Month-to-month,Fiber optic,Yes,Yes,Electronic check,79.86,1517.34,0
C02242,0,9,Month-to-month,DSL,Yes,Yes,Electronic check,49.62,446.58,0
C02243,0,41,Month-to-month,DSL,Yes,No,Credit card,62.0,2542.0,0
C02244,0,15,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,105.68,1585.2,1
C02245,0,10,Month-to-month,Fiber optic,Yes,Yes,Credit card,93.75,937.5,1
C02246,1,20,Month-to-month,Fiber optic,Yes,Yes,Credit card,68.99,1379.8,1
C02247,0,58,One year,Fiber optic,Yes,No,Mailed check,101.46,5884.68,0
C02248,0,41,Month-to-month,Fiber optic,No,Yes,Bank transfer,80.36,3294.76,0
C02249,0,35,Month-to-month,No,No,No,Electronic check,23.95,838.25,0
C02250,1,43,Month-to-month,DSL,No,Yes,Bank transfer,64.76,2784.68,0
C02251,0,41,One year,Fiber optic,Yes,No,Credit card,70.82,2903.62,0
C02252,0,36,Month-to-month,Fiber optic,Yes,No,Bank transfer,111.71,4021.56,0
C02253,1,61,One year,Fiber optic,No,Yes,Bank transfer,102.22,6235.42,0
C02254,1,53,Two year,No,No,No,Mailed check,20.65,1094.45,0
C02255,0,13,Month-to-month,DSL,Yes,Yes,Credit card,23.34,303.42,0
C02256,0,59,Two year,Fiber optic,Yes,Yes,Bank transfer,121.36,7160.24,0
C02257,0,12,One year,No,Yes,Yes,Mailed check,20.2,242.4,0
C02258,1,5,Month-to-month,Fiber optic,Yes,No,Mailed check,88.57,442.85,1
C02259,0,30,Month-to-month,Fiber optic,Yes,Yes,Credit card,128.34,3850.2,0
C02260,0,28,One year,No,No,No,Electronic check,15.0,420.0,0
C02261,0,57,Two year,DSL,Yes,No,Bank transfer,67.22,3831.54,0
C02262,0,50,Month-to-month,Fiber optic,Yes,Yes,Mailed check,70.96,3548.0,0
C02263,0,4,Month-to-month,No,No,Yes,Mailed check,27.95,111.8,0
C02264,0,36,One year,DSL,No,Yes,Mailed check,60.56,2180.16,0
C02265,0,58,Month-to-month,Fiber optic,Yes,Yes,Credit card,85.58,4963.64,0
C02266,0,53,One year,Fiber optic,No,Yes,Mailed check,89.94,4766.82,1
C02267,0,36,Month-to-month,No,Yes,Yes,Mailed check,25.37,913.32,0
C02268,0,44,One year,No,Yes,Yes,Credit card,20.0,880.0,0
C02269,0,41,Two year,No,Yes,No,Mailed check,17.28,708.48,0
C02270,1,16,One year,DSL,Yes,Yes,Credit card,54.22,867.52,0
C02271,0,41,One year,Fiber optic,Yes,No,Mailed check,99.02,4059.82,0
C02272,0,49,One year,No,No,No,Credit card,15.0,735.0,0
C02273,0,4,Two year,Fiber optic,No,No,Mailed check,70.54,282.16,0
C02274,0,50,Two year,Fiber optic,Yes,No,Mailed check,108.15,5407.5,0
C02275,0,18,Month-to-month,DSL,Yes,Yes,Bank transfer,67.25,1210.5,0
C02276,0,0,One year,No,Yes,Yes,Credit card,15.0,15.0,0
C02277,0,55,Month-to-month,DSL,Yes,Yes,Electronic check,57.38,3155.9,0
C02278,0,28,Two year,DSL,No,No,Credit card,53.31,1492.68,0
C02279,0,30,One year,No,Yes,No,Mailed check,15.0,450.0,0
C02280,0,45,Month-to-month,No,No,Yes,Credit card,15.0,675.0,0
C02281,0,40,Month-to-month,No,No,No,Bank transfer,20.19,807.6,0
C02282,1,45,Month-to-month,Fiber optic,No,Yes,Bank transfer,96.58,4346.1,0
C02283,0,68,One year,DSL,Yes,No,Mailed check,74.78,5085.04,0
C02284,0,47,Month-to-month,Fiber optic,Yes,Yes,Electronic check,85.35,4011.45,0
C02285,0,3,Month-to-month,DSL,Yes,Yes,Electronic check,63.51,190.53,0
C02286,0,16,Two year,No,No,Yes,Electronic check,15.0,240.0,0
C02287,0,32,One year,Fiber optic,No,No,Bank transfer,73.28,2344.96,0
C02288,0,34,Month-to-month,Fiber optic,No,No,Bank transfer,65.41,2223.94,1
C02289,0,26,Month-to-month,DSL,Yes,Yes,Bank transfer,66.26,1722.76,0
C02290,0,13,Two year,Fiber optic,Yes,Yes,Credit card,65.97,857.61,0
C02291,1,7,One year,No,No,Yes,Credit card,15.0,105.0,0
C02292,0,10,One year,Fiber optic,Yes,Yes,Mailed check,91.59,915.9,1
C02293,0,69,Month-to-month,DSL,No,No,Bank transfer,63.18,4359.42,0
C02294,0,28,Month-to-month,DSL,No,Yes,Electronic check,55.04,1541.12,0
C02295,0,70,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,65.47,4582.9,0
C02296,0,24,One year,DSL,No,Yes,Mailed check,40.55,973.2,0
C02297,0,22,Month-to-month,No,Yes,No,Mailed check,24.32,535.04,0
C02298,1,35,Month-to-month,Fiber optic,No,Yes,Mailed check,82.84,2899.4,0
C02299,1,69,One year,DSL,No,Yes,Electronic check,49.34,3404.46,0
C02300,0,41,Two year,No,Yes,Yes,Bank transfer,20.14,825.74,0
C02301,0,2,One year,Fiber optic,No,No,Bank transfer,104.59,209.18,0
C02302,0,19,Month-to-month,DSL,Yes,No,Electronic check,68.85,1308.15,0
